zona,speciesKey,registros,binomio,kingdom,class,family,invasora,habitat,nombre_comun
Gran Santiago,5331181,6,Viola odorata,Plantae,Magnoliopsida,Violaceae,False,terrestrial,
Gran Santiago,8324121,5,Trifolium pratense,Plantae,Liliopsida,Fabaceae,False,terrestrial,
Gran Santiago,2868827,3,Zantedeschia aethiopica,Plantae,Liliopsida,Araceae,False,terrestrial|freshwater,
Gran Santiago,5289534,3,Typha domingensis,Plantae,Liliopsida,Typhaceae,False,terrestrial|freshwater|brackish,
Gran Santiago,2765156,2,Tradescantia fluminensis,Plantae,Liliopsida,Commelinaceae,False,terrestrial,
Gran Santiago,3172048,2,Veronica arvensis,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Santiago,3172057,2,Veronica serpyllifolia,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Santiago,9182154,2,Vicia villosa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Santiago,2975014,1,Vicia sativa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Santiago,3118274,1,Tanacetum vulgare,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Santiago,7705930,1,Sus scrofa,Animalia,Mammalia,Suidae,True,terrestrial,jabalí
Gran Valparaiso,1340503,143,Bombus terrestris,Animalia,Insecta,Apidae,True,terrestrial,abejorro europeo
Gran Valparaiso,2979474,51,Acacia dealbata,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,aromo australiano
Gran Valparaiso,2979000,24,Acacia melanoxylon,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,aromo negro
Gran Valparaiso,5325855,14,Amaryllis belladonna,Plantae,Liliopsida,Amaryllidaceae,False,terrestrial,
Gran Valparaiso,8184903,12,Anagallis arvensis,Plantae,Magnoliopsida,Primulaceae,True,terrestrial,
Gran Valparaiso,5391845,11,Bidens pilosa,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,3117424,6,Bellis perennis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,3974754,6,Acacia karroo,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,2703041,3,Arundo donax,Plantae,Liliopsida,Poaceae,True,terrestrial,
Gran Valparaiso,3190653,3,Ailanthus altissima,Plantae,Magnoliopsida,Simaroubaceae,False,terrestrial,árbol del cielo
Gran Valparaiso,2926110,2,Borago officinalis,Plantae,Magnoliopsida,Boraginaceae,True,terrestrial,
Gran Valparaiso,5391802,2,Bidens aurea,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,2441022,1,Bos taurus,Animalia,Mammalia,Bovidae,True,terrestrial,
Gran Valparaiso,2651816,1,Adiantum capillus-veneris,Plantae,Polypodiopsida,Pteridaceae,True,terrestrial,
Gran Valparaiso,2704103,1,Bothriochloa saccharoides,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Valparaiso,3631293,1,Apium nodiflorum,Plantae,Magnoliopsida,Apiaceae,True,terrestrial,
Gran Valparaiso,5371743,1,Anthriscus caucalis,Plantae,Magnoliopsida,Apiaceae,True,terrestrial,
Gran Valparaiso,5384396,1,Amaranthus deflexus,Plantae,Magnoliopsida,Amaranthaceae,False,terrestrial,
Gran Valparaiso,2495414,84,Columba livia,Animalia,Aves,Columbidae,False,terrestrial,paloma doméstica
Gran Valparaiso,5228080,33,Callipepla californica,Animalia,Aves,Odontophoridae,False,terrestrial,codorniz de California
Gran Valparaiso,5392252,30,Cichorium intybus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,chicoria
Gran Valparaiso,3034807,27,Conium maculatum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,cicuta
Gran Valparaiso,5858758,27,Cornu aspersum,Animalia,Gastropoda,Helicidae,True,terrestrial,caracol de jardín
Gran Valparaiso,9751099,24,Cairina moschata,Animalia,Aves,Anatidae,False,terrestrial|freshwater,
Gran Valparaiso,8200663,22,Cymbalaria muralis,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Valparaiso,4252828,17,Chrysanthemoides monilifera,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,2928390,14,Convolvulus arvensis,Plantae,Magnoliopsida,Convolvulaceae,False,terrestrial,
Gran Valparaiso,3112364,13,Cynara cardunculus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,7627205,13,Chrysanthemum coronarium,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,3112110,8,Cotula coronopifolia,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,2370771,6,Cichlasoma facetum,Animalia,Actinopterygii,Cichlidae,True,freshwater,
Gran Valparaiso,5219173,6,Canis lupus,Animalia,Mammalia,Canidae,False,terrestrial,
Gran Valparaiso,5375388,6,Capsella bursa-pastoris,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Gran Valparaiso,3112801,5,Cirsium vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,3114667,5,Carduus pycnocephalus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,8370958,5,Chamomilla recutita,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,2928441,3,Calystegia sepium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Gran Valparaiso,4064467,3,Cynoglossum creticum,Plantae,Magnoliopsida,Boraginaceae,False,terrestrial,
Gran Valparaiso,2350394,2,Cnesterodon decemmaculatus,Animalia,Actinopterygii,Poeciliidae,False,freshwater|brackish,
Gran Valparaiso,3103791,2,Chamomilla suaveolens,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,3128483,2,Centaurea calcitrapa,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,5362055,2,Crassula tillaea,Plantae,Magnoliopsida,Crassulaceae,False,terrestrial,
Gran Valparaiso,2480830,1,Bubulcus ibis,Animalia,Aves,Ardeidae,True,terrestrial|freshwater,garza boyera
Gran Valparaiso,2703723,1,Bromus catharticus,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Valparaiso,3083838,1,Chenopodium album,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
Gran Valparaiso,3083862,1,Chenopodium ficifolium,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
Gran Valparaiso,3128091,1,Centaurea melitensis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,3138230,1,Carthamus lanatus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,5391480,1,Calendula officinalis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,5568361,1,Chenopodium multifidum,Plantae,Magnoliopsida,Chenopodiaceae,True,terrestrial,
Gran Valparaiso,7903057,1,Brassica rapa,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,yuyo
Gran Valparaiso,2888380,96,Eschscholzia californica,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,amapola de California
Gran Valparaiso,4989904,46,Harmonia axyridis,Animalia,Insecta,Coccinellidae,False,terrestrial,chinita asiática
Gran Valparaiso,2975667,25,Galega officinalis,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,galega
Gran Valparaiso,3034922,18,Foeniculum vulgare,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,hinojo
Gran Valparaiso,2928751,12,Datura stramonium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Gran Valparaiso,2435035,11,Felis catus,Animalia,Mammalia,Felidae,True,terrestrial,
Gran Valparaiso,3066386,8,Euphorbia peplus,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Gran Valparaiso,3176787,8,Eucalyptus globulus,Plantae,Magnoliopsida,Myrtaceae,True,terrestrial,
Gran Valparaiso,4286975,8,Cyprinus carpio,Animalia,Actinopterygii,Cyprinidae,True,freshwater,
Gran Valparaiso,5334218,8,Fumaria capreolata,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,flor de la culebra
Gran Valparaiso,2715482,6,Cyperus eragrostis,Plantae,Liliopsida,Cyperaceae,False,terrestrial|freshwater,
Gran Valparaiso,5554961,6,Galenia pubescens,Plantae,Magnoliopsida,Aizoaceae,False,terrestrial,
Gran Valparaiso,2440886,4,Equus caballus,Animalia,Mammalia,Equidae,False,terrestrial,
Gran Valparaiso,3050595,4,Hirschfeldia incana,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Valparaiso,9419993,4,Erodium moschatum,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Gran Valparaiso,9485490,4,Erodium cicutarium,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,alfilerillo
Gran Valparaiso,3119175,3,Helianthus tuberosus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,9297163,3,Erodium malacoides,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Gran Valparaiso,2440891,2,Equus asinus,Animalia,Mammalia,Equidae,False,terrestrial,
Gran Valparaiso,2890541,2,Geranium purpureum,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Gran Valparaiso,2891628,2,Erodium botrys,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Gran Valparaiso,3147168,2,Erigeron karvinskianus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Gran Valparaiso,5354707,2,Cytisus striatus,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,5531376,2,Fumaria agraria,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,
Gran Valparaiso,11869920,1,Eucalyptus camaldulensis,Plantae,Magnoliopsida,Myrtaceae,False,terrestrial,
Gran Valparaiso,2350570,1,Gambusia holbrooki,Animalia,Actinopterygii,Poeciliidae,True,freshwater|brackish,
Gran Valparaiso,2891488,1,Geranium molle,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Gran Valparaiso,3066965,1,Euphorbia lathyris,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Gran Valparaiso,3152666,1,Gossypium barbadense,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Gran Valparaiso,5375920,1,Eruca vesicaria,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Valparaiso,1316908,20,Linepithema humile,Animalia,Insecta,Formicidae,False,terrestrial,hormiga argentina
Gran Valparaiso,3935079,16,Malva dendromorpha,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Gran Valparaiso,2963807,11,Lupinus arboreus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Gran Valparaiso,3086240,9,Mirabilis jalapa,Plantae,Magnoliopsida,Nyctaginaceae,False,terrestrial,
Gran Valparaiso,9151957,9,Medicago sativa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,3152378,8,Malva parviflora,Plantae,Magnoliopsida,Malvaceae,True,terrestrial,
Gran Valparaiso,5373358,7,Lobularia maritima,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Valparaiso,2434333,6,Lycalopex griseus,Animalia,Mammalia,Canidae,False,terrestrial,
Gran Valparaiso,2927069,6,Marrubium vulgare,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial,
Gran Valparaiso,2971016,6,Melilotus indicus,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol de olor
Gran Valparaiso,7886346,6,Hordeum murinum,Plantae,Liliopsida,Poaceae,False,terrestrial,
Gran Valparaiso,5341501,5,Melissa officinalis,Plantae,Magnoliopsida,Lamiaceae,True,terrestrial,
Gran Valparaiso,5377378,5,Matthiola incana,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Valparaiso,2926679,4,Lamium amplexicaule,Plantae,Magnoliopsida,Lamiaceae,False,terrestrial,
Gran Valparaiso,8338793,4,Modiola caroliniana,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Gran Valparaiso,11055820,3,Limnobium laevigatum,Plantae,Liliopsida,Hydrocharitaceae,False,freshwater,
Gran Valparaiso,2965531,3,Medicago polymorpha,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,hualputra
Gran Valparaiso,3093702,3,Hypochaeris radicata,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,3152367,3,Malva nicaeensis,Plantae,Magnoliopsida,Malvaceae,True,terrestrial,
Gran Valparaiso,2873896,2,Linum bienne,Plantae,Magnoliopsida,Linaceae,False,terrestrial,
Gran Valparaiso,3084837,2,Mesembryanthemum nodiflorum,Plantae,Magnoliopsida,Aizoaceae,False,terrestrial,
Gran Valparaiso,3171145,2,Misopates orontium,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Valparaiso,3188746,2,Lythrum maritimum,Plantae,Magnoliopsida,Lythraceae,False,terrestrial|freshwater,
Gran Valparaiso,2965201,1,Medicago lupulina,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Gran Valparaiso,2965527,1,Medicago arabica,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,3093911,1,Hypochaeris glabra,Plantae,Magnoliopsida,Hypericaceae,False,terrestrial,
Gran Valparaiso,3140346,1,Lactuca virosa,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,3935047,1,Malva assurgentiflora,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Gran Valparaiso,5357013,1,Lotus corniculatus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Gran Valparaiso,5384741,1,Lychnis coronaria,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Gran Valparaiso,2928783,77,Nicotiana glauca,Plantae,Magnoliopsida,Solanaceae,True,terrestrial,palqui / tabaco cimarrón
Gran Valparaiso,2484396,67,Molothrus bonariensis,Animalia,Aves,Icteridae,True,terrestrial,mirlo / tordo renegrido
Gran Valparaiso,5231190,43,Passer domesticus,Animalia,Aves,Passeridae,False,terrestrial,gorrión
Gran Valparaiso,2891661,33,Oxalis pes-caprae,Plantae,Liliopsida,Oxalidaceae,True,terrestrial,
Gran Valparaiso,2479407,31,Myiopsitta monachus,Animalia,Aves,Psittacidae,True,terrestrial,cotorra argentina
Gran Valparaiso,2888439,21,Papaver somniferum,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,
Gran Valparaiso,5285727,16,Pinus radiata,Plantae,Pinopsida,Pinaceae,True,terrestrial,pino insigne
Gran Valparaiso,5361801,15,Parietaria judaica,Plantae,Magnoliopsida,Urticaceae,True,terrestrial,
Gran Valparaiso,1114140,12,Phoracantha semipunctata,Animalia,Insecta,Cerambycidae,False,terrestrial,
Gran Valparaiso,5341112,11,Phyla canescens,Plantae,Magnoliopsida,Verbenaceae,False,terrestrial,
Gran Valparaiso,2436940,9,Oryctolagus cuniculus,Animalia,Mammalia,Leporidae,True,terrestrial,conejo europeo
Gran Valparaiso,8208358,7,Plantago lanceolata,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,llantén
Gran Valparaiso,3188875,5,Oenothera rosea,Plantae,Magnoliopsida,Onagraceae,True,terrestrial,
Gran Valparaiso,1114246,4,Phoracantha recurva,Animalia,Insecta,Cerambycidae,False,terrestrial,
Gran Valparaiso,2477581,4,Nothoprocta perdicaria,Animalia,Aves,Tinamidae,False,terrestrial,
Gran Valparaiso,2928774,3,Nicotiana tabacum,Plantae,Liliopsida,Solanaceae,False,terrestrial,
Gran Valparaiso,5341784,3,Physalis peruviana,Plantae,Magnoliopsida,Solanaceae,True,terrestrial,
Gran Valparaiso,5190769,2,Oxychilus alliarius,Animalia,Gastropoda,Zonitidae,False,terrestrial,
Gran Valparaiso,8427624,2,Oxalis corniculata,Plantae,Liliopsida,Oxalidaceae,False,terrestrial,
Gran Valparaiso,2891664,1,Oxalis articulata,Plantae,Magnoliopsida,Oxalidaceae,True,terrestrial,
Gran Valparaiso,2928767,1,Nicotiana sylvestris,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Gran Valparaiso,3085625,1,Petrorhagia dubia,Plantae,Magnoliopsida,Caryophyllaceae,True,terrestrial,
Gran Valparaiso,3189739,1,Plantago coronopus,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Valparaiso,3189767,1,Plantago major,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,
Gran Valparaiso,5290192,1,Pennisetum villosum,Plantae,Liliopsida,Poaceae,True,terrestrial,
Gran Valparaiso,7429082,1,Mus musculus,Animalia,Mammalia,Muridae,True,terrestrial,ratón doméstico
Gran Valparaiso,8262702,1,Pastinaca sativa,Plantae,Magnoliopsida,Apiaceae,True,terrestrial,
Gran Valparaiso,5380041,46,Ricinus communis,Plantae,Magnoliopsida,Euphorbiaceae,True,terrestrial,
Gran Valparaiso,2996929,21,Rubus ulmifolius,Plantae,Magnoliopsida,Rosaceae,True,terrestrial,zarzamora
Gran Valparaiso,5384848,21,Silene gallica,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Gran Valparaiso,3145214,19,Silybum marianum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,cardo mariano
Gran Valparaiso,8174785,15,Rosa rubiginosa,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,rosa mosqueta
Gran Valparaiso,3040983,11,Raphanus raphanistrum,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Gran Valparaiso,7678610,7,Raphanus sativus,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Gran Valparaiso,5352251,5,Robinia pseudoacacia,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,7538163,4,Solanum marginatum,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Gran Valparaiso,2984366,3,Soleirolia soleirolii,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,
Gran Valparaiso,3040227,3,Populus nigra,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,
Gran Valparaiso,3040251,3,Reseda luteola,Plantae,Magnoliopsida,Resedaceae,False,terrestrial,
Gran Valparaiso,3046851,3,Sisymbrium irio,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Valparaiso,3108983,3,Senecio vulgaris,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,5403742,3,Scolymus hispanicus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,2439261,2,Rattus norvegicus,Animalia,Mammalia,Muridae,True,terrestrial,rata gris
Gran Valparaiso,3033374,2,Ranunculus sceleratus,Plantae,Magnoliopsida,Ranunculaceae,True,terrestrial,
Gran Valparaiso,3046812,2,Sisymbrium orientale,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Gran Valparaiso,3084719,2,Portulaca oleracea,Plantae,Magnoliopsida,Portulacaceae,False,terrestrial,
Gran Valparaiso,5372639,2,Salix babylonica,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,sauce llorón
Gran Valparaiso,2439270,1,Rattus rattus,Animalia,Mammalia,Muridae,True,terrestrial,rata negra
Gran Valparaiso,3002461,1,Rosa canina,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,
Gran Valparaiso,3033318,1,Ranunculus muricatus,Plantae,Magnoliopsida,Ranunculaceae,True,terrestrial,
Gran Valparaiso,3033339,1,Ranunculus repens,Plantae,Magnoliopsida,Ranunculaceae,True,terrestrial,
Gran Valparaiso,3085810,1,Spergula arvensis,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Gran Valparaiso,3190381,1,Ruta chalepensis,Plantae,Magnoliopsida,Rutaceae,False,terrestrial,
Gran Valparaiso,4933568,1,Senecio angulatus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,5289919,1,Polypogon viridis,Plantae,Liliopsida,Poaceae,True,terrestrial,
Gran Valparaiso,5339050,1,Sherardia arvensis,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
Gran Valparaiso,5355395,1,Spartium junceum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,8195144,1,Rumex crispus,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
Gran Valparaiso,2889934,68,Tropaeolum majus,Plantae,Magnoliopsida,Tropaeolaceae,False,terrestrial,
Gran Valparaiso,5347796,33,Teline monspessulana,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Gran Valparaiso,3169708,28,Vinca major,Plantae,Magnoliopsida,Apocynaceae,False,terrestrial,
Gran Valparaiso,3171954,27,Verbascum virgatum,Plantae,Magnoliopsida,Scrophulariaceae,False,terrestrial,verbasco
Gran Valparaiso,5217334,23,Xenopus laevis,Animalia,Amphibia,Pipidae,True,terrestrial|freshwater,rana africana
Gran Valparaiso,1311649,15,Vespula germanica,Animalia,Insecta,Vespidae,True,terrestrial,avispa chaqueta amarilla
Gran Valparaiso,5361815,10,Urtica urens,Plantae,Magnoliopsida,Urticaceae,False,terrestrial,
Gran Valparaiso,3172077,6,Veronica persica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Valparaiso,2443002,5,Trachemys scripta,Animalia,Reptilia,Emydidae,False,terrestrial|freshwater,
Gran Valparaiso,3172086,5,Veronica anagallis-aquatica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial|freshwater,
Gran Valparaiso,5358748,5,Trifolium repens,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol blanco
Gran Valparaiso,5359477,4,Trifolium campestre,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,5394163,4,Taraxacum officinale,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,diente de león
Gran Valparaiso,3089150,3,Xanthium catharticum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,3118430,3,Tanacetum parthenium,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Gran Valparaiso,2868827,2,Zantedeschia aethiopica,Plantae,Liliopsida,Araceae,False,terrestrial|freshwater,
Gran Valparaiso,2975014,2,Vicia sativa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,5331181,2,Viola odorata,Plantae,Magnoliopsida,Violaceae,False,terrestrial,
Gran Valparaiso,5358935,2,Trifolium fragiferum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,5384604,2,Stellaria media,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Gran Valparaiso,8324121,2,Trifolium pratense,Plantae,Liliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,2765156,1,Tradescantia fluminensis,Plantae,Liliopsida,Commelinaceae,False,terrestrial,
Gran Valparaiso,3085633,1,Spergularia rubra,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Gran Valparaiso,3172048,1,Veronica arvensis,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Gran Valparaiso,5289534,1,Typha domingensis,Plantae,Liliopsida,Typhaceae,False,terrestrial|freshwater|brackish,
Gran Valparaiso,5358694,1,Trifolium glomeratum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Gran Valparaiso,5359395,1,Trifolium angustifolium,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
